zipcode,year,day,month,date,medianprice
91345,2016,30,4,2016-04-30,469986
91345,2016,31,5,2016-05-31,472335
91345,2016,30,6,2016-06-30,474548
91345,2016,31,7,2016-07-31,473404
91345,2016,31,8,2016-08-31,473570
91345,2016,30,9,2016-09-30,476442
91345,2016,31,10,2016-10-31,481484
91345,2016,30,11,2016-11-30,485068
91345,2016,31,12,2016-12-31,486804
91345,2017,31,1,2017-01-31,490130
91345,2017,28,2,2017-02-28,493708
91345,2017,31,3,2017-03-31,496336
91345,2017,30,4,2017-04-30,497623
91345,2017,31,5,2017-05-31,500423
91345,2017,30,6,2017-06-30,502502
91345,2017,31,7,2017-07-31,504004
91345,2017,31,8,2017-08-31,505233
91345,2017,30,9,2017-09-30,508959
91345,2017,31,10,2017-10-31,513738
91345,2017,30,11,2017-11-30,520304
91345,2017,31,12,2017-12-31,525348
91345,2018,31,1,2018-01-31,530666
91345,2018,28,2,2018-02-28,535283
91345,2018,31,3,2018-03-31,539557
91345,2018,30,4,2018-04-30,543342
91345,2018,31,5,2018-05-31,545897
91345,2018,30,6,2018-06-30,549485
91345,2018,31,7,2018-07-31,551304
91345,2018,31,8,2018-08-31,553110
91345,2018,30,9,2018-09-30,554869
91345,2018,31,10,2018-10-31,557514
91345,2018,30,11,2018-11-30,559200
91345,2018,31,12,2018-12-31,557939
91345,2019,31,1,2019-01-31,557810
91345,2019,28,2,2019-02-28,557140
91345,2019,31,3,2019-03-31,558070
91345,2019,30,4,2019-04-30,559141
91345,2019,31,5,2019-05-31,561006
91345,2019,30,6,2019-06-30,561728
91345,2019,31,7,2019-07-31,559940
91345,2019,31,8,2019-08-31,559393
91345,2019,30,9,2019-09-30,560480
91345,2019,31,10,2019-10-31,563962
91345,2019,30,11,2019-11-30,565528
91345,2019,31,12,2019-12-31,568505
91345,2020,31,1,2020-01-31,571969
91345,2020,29,2,2020-02-29,579220
91345,2020,31,3,2020-03-31,586758
91345,2020,30,4,2020-04-30,593116
91345,2020,31,5,2020-05-31,591857
91345,2020,30,6,2020-06-30,590875
91345,2020,31,7,2020-07-31,593218
91345,2020,31,8,2020-08-31,601773
91345,2020,30,9,2020-09-30,612315
91345,2020,31,10,2020-10-31,622458
91345,2020,30,11,2020-11-30,629672
91345,2020,31,12,2020-12-31,634836
91345,2021,31,1,2021-01-31,638618
91345,2021,28,2,2021-02-28,648989
91345,2021,31,3,2021-03-31,660260
91345,2021,30,4,2021-04-30,674136
91345,2021,31,5,2021-05-31,689387
91345,2021,30,6,2021-06-30,707148
91345,2021,31,7,2021-07-31,728265
91345,2021,31,8,2021-08-31,740712
91345,2021,30,9,2021-09-30,749322
91345,2021,31,10,2021-10-31,750736
91345,2021,30,11,2021-11-30,755900
91345,2021,31,12,2021-12-31,760700
91345,2022,31,1,2022-01-31,766624
91345,2022,28,2,2022-02-28,772734
91345,2022,31,3,2022-03-31,784813
91345,2022,30,4,2022-04-30,798632
91345,2022,31,5,2022-05-31,812466
91345,2022,30,6,2022-06-30,812493
91345,2022,31,7,2022-07-31,811185
91345,2022,31,8,2022-08-31,797664
91345,2022,30,9,2022-09-30,786852
91436,2000,31,1,2000-01-31,618397
91436,2000,29,2,2000-02-29,618468
91436,2000,31,3,2000-03-31,622653
91436,2000,30,4,2000-04-30,628107
91436,2000,31,5,2000-05-31,634082
91436,2000,30,6,2000-06-30,637519
91436,2000,31,7,2000-07-31,641089
91436,2000,31,8,2000-08-31,645397
91436,2000,30,9,2000-09-30,650531
91436,2000,31,10,2000-10-31,656212
91436,2000,30,11,2000-11-30,662066
91436,2000,31,12,2000-12-31,666664
91436,2001,31,1,2001-01-31,669858
91436,2001,28,2,2001-02-28,673662
91436,2001,31,3,2001-03-31,678567
91436,2001,30,4,2001-04-30,684068
91436,2001,31,5,2001-05-31,688124
91436,2001,30,6,2001-06-30,690957
91436,2001,31,7,2001-07-31,695475
91436,2001,31,8,2001-08-31,700859
91436,2001,30,9,2001-09-30,704962
91436,2001,31,10,2001-10-31,709072
91436,2001,30,11,2001-11-30,713810
91436,2001,31,12,2001-12-31,721126
91436,2002,31,1,2002-01-31,725946
91436,2002,28,2,2002-02-28,729992
91436,2002,31,3,2002-03-31,732873
91436,2002,30,4,2002-04-30,737385
91436,2002,31,5,2002-05-31,743582
91436,2002,30,6,2002-06-30,750358
91436,2002,31,7,2002-07-31,761912
91436,2002,31,8,2002-08-31,772512
91436,2002,30,9,2002-09-30,785281
91436,2002,31,10,2002-10-31,795441
91436,2002,30,11,2002-11-30,807597
91436,2002,31,12,2002-12-31,818739
91436,2003,31,1,2003-01-31,827504
91436,2003,28,2,2003-02-28,835211
91436,2003,31,3,2003-03-31,846354
91436,2003,30,4,2003-04-30,857538
91436,2003,31,5,2003-05-31,870902
91436,2003,30,6,2003-06-30,878250
91436,2003,31,7,2003-07-31,891706
91436,2003,31,8,2003-08-31,904187
91436,2003,30,9,2003-09-30,921130
91436,2003,31,10,2003-10-31,931482
91436,2003,30,11,2003-11-30,943934
91436,2003,31,12,2003-12-31,957055
91436,2004,31,1,2004-01-31,973920
91436,2004,29,2,2004-02-29,990883
91436,2004,31,3,2004-03-31,1006564
91436,2004,30,4,2004-04-30,1025187
91436,2004,31,5,2004-05-31,1047424
91436,2004,30,6,2004-06-30,1071653
91436,2004,31,7,2004-07-31,1092848
91436,2004,31,8,2004-08-31,1113156
91436,2004,30,9,2004-09-30,1134590
91436,2004,31,10,2004-10-31,1156768
91436,2004,30,11,2004-11-30,1170282
91436,2004,31,12,2004-12-31,1181314
91436,2005,31,1,2005-01-31,1187992
91436,2005,28,2,2005-02-28,1201854
91436,2005,31,3,2005-03-31,1216646
91436,2005,30,4,2005-04-30,1235097
91436,2005,31,5,2005-05-31,1250647
91436,2005,30,6,2005-06-30,1268001
91436,2005,31,7,2005-07-31,1286787
91436,2005,31,8,2005-08-31,1305973
91436,2005,30,9,2005-09-30,1326846
91436,2005,31,10,2005-10-31,1350529
91436,2005,30,11,2005-11-30,1368959
91436,2005,31,12,2005-12-31,1383962
91436,2006,31,1,2006-01-31,1398922
91436,2006,28,2,2006-02-28,1409524
91436,2006,31,3,2006-03-31,1421908
91436,2006,30,4,2006-04-30,1427474
91436,2006,31,5,2006-05-31,1440884
91436,2006,30,6,2006-06-30,1450384
91436,2006,31,7,2006-07-31,1457047
91436,2006,31,8,2006-08-31,1461800
91436,2006,30,9,2006-09-30,1458879
91436,2006,31,10,2006-10-31,1461830
91436,2006,30,11,2006-11-30,1463898
91436,2006,31,12,2006-12-31,1470190
91436,2007,31,1,2007-01-31,1470674
91436,2007,28,2,2007-02-28,1471990
91436,2007,31,3,2007-03-31,1469348
91436,2007,30,4,2007-04-30,1471705
91436,2007,31,5,2007-05-31,1465909
91436,2007,30,6,2007-06-30,1460113
91436,2007,31,7,2007-07-31,1448569
91436,2007,31,8,2007-08-31,1437091
91436,2007,30,9,2007-09-30,1426691
91436,2007,31,10,2007-10-31,1411530
91436,2007,30,11,2007-11-30,1401977
91436,2007,31,12,2007-12-31,1392698
91436,2008,31,1,2008-01-31,1394712
91436,2008,29,2,2008-02-29,1389804
91436,2008,31,3,2008-03-31,1375847
91436,2008,30,4,2008-04-30,1348508
91436,2008,31,5,2008-05-31,1318306
91436,2008,30,6,2008-06-30,1297921
91436,2008,31,7,2008-07-31,1280842
91436,2008,31,8,2008-08-31,1273182
91436,2008,30,9,2008-09-30,1268260
91436,2008,31,10,2008-10-31,1260916
91436,2008,30,11,2008-11-30,1249289
91436,2008,31,12,2008-12-31,1220812
91436,2009,31,1,2009-01-31,1202747
91436,2009,28,2,2009-02-28,1192962
91436,2009,31,3,2009-03-31,1195558
91436,2009,30,4,2009-04-30,1199125
91436,2009,31,5,2009-05-31,1202395
91436,2009,30,6,2009-06-30,1198854
91436,2009,31,7,2009-07-31,1190324
91436,2009,31,8,2009-08-31,1184456
91436,2009,30,9,2009-09-30,1181155
91436,2009,31,10,2009-10-31,1182696
91436,2009,30,11,2009-11-30,1185513
91436,2009,31,12,2009-12-31,1198494
91436,2010,31,1,2010-01-31,1204989
91436,2010,28,2,2010-02-28,1203728
91436,2010,31,3,2010-03-31,1208190
91436,2010,30,4,2010-04-30,1212199
91436,2010,31,5,2010-05-31,1224638
91436,2010,30,6,2010-06-30,1218374
91436,2010,31,7,2010-07-31,1213823
91436,2010,31,8,2010-08-31,1202841
91436,2010,30,9,2010-09-30,1192147
91436,2010,31,10,2010-10-31,1183291
91436,2010,30,11,2010-11-30,1172518
91436,2010,31,12,2010-12-31,1172287
91436,2011,31,1,2011-01-31,1169297
91436,2011,28,2,2011-02-28,1172704
91436,2011,31,3,2011-03-31,1172898
91436,2011,30,4,2011-04-30,1174941
91436,2011,31,5,2011-05-31,1162560
91436,2011,30,6,2011-06-30,1159080
91436,2011,31,7,2011-07-31,1153823
91436,2011,31,8,2011-08-31,1143502
91436,2011,30,9,2011-09-30,1125505
91436,2011,31,10,2011-10-31,1109142
91436,2011,30,11,2011-11-30,1109156
91436,2011,31,12,2011-12-31,1111030
91436,2012,31,1,2012-01-31,1109785
91436,2012,29,2,2012-02-29,1105367
91436,2012,31,3,2012-03-31,1101671
91436,2012,30,4,2012-04-30,1104094
91436,2012,31,5,2012-05-31,1116855
91436,2012,30,6,2012-06-30,1130869
91436,2012,31,7,2012-07-31,1144241
91436,2012,31,8,2012-08-31,1140464
91436,2012,30,9,2012-09-30,1141328
91436,2012,31,10,2012-10-31,1148610
91436,2012,30,11,2012-11-30,1164632
91436,2012,31,12,2012-12-31,1184891
91436,2013,31,1,2013-01-31,1201273
91436,2013,28,2,2013-02-28,1227930
91436,2013,31,3,2013-03-31,1252182
91436,2013,30,4,2013-04-30,1280288
91436,2013,31,5,2013-05-31,1298592
91436,2013,30,6,2013-06-30,1320212
91436,2013,31,7,2013-07-31,1336834
91436,2013,31,8,2013-08-31,1361635
91436,2013,30,9,2013-09-30,1380001
91436,2013,31,10,2013-10-31,1393840
91436,2013,30,11,2013-11-30,1408850
91436,2013,31,12,2013-12-31,1423070
91436,2014,31,1,2014-01-31,1445469
91436,2014,28,2,2014-02-28,1456151
91436,2014,31,3,2014-03-31,1462980
91436,2014,30,4,2014-04-30,1458637
91436,2014,31,5,2014-05-31,1457452
91436,2014,30,6,2014-06-30,1452443
91436,2014,31,7,2014-07-31,1451002
91436,2014,31,8,2014-08-31,1433063
91436,2014,30,9,2014-09-30,1421832
91436,2014,31,10,2014-10-31,1418863
91436,2014,30,11,2014-11-30,1432588
91436,2014,31,12,2014-12-31,1447768
91436,2015,31,1,2015-01-31,1464893
91436,2015,28,2,2015-02-28,1484984
91436,2015,31,3,2015-03-31,1502293
91436,2015,30,4,2015-04-30,1508387
91436,2015,31,5,2015-05-31,1520876
91436,2015,30,6,2015-06-30,1535092
91436,2015,31,7,2015-07-31,1531167
91436,2015,31,8,2015-08-31,1528394
91436,2015,30,9,2015-09-30,1522896
91436,2015,31,10,2015-10-31,1541656
91436,2015,30,11,2015-11-30,1554191
91436,2015,31,12,2015-12-31,1579011
91436,2016,31,1,2016-01-31,1595531
91436,2016,29,2,2016-02-29,1611250
91436,2016,31,3,2016-03-31,1618575
91436,2016,30,4,2016-04-30,1635347
91436,2016,31,5,2016-05-31,1649452
91436,2016,30,6,2016-06-30,1663288
91436,2016,31,7,2016-07-31,1649858
91436,2016,31,8,2016-08-31,1641994
91436,2016,30,9,2016-09-30,1641436
91436,2016,31,10,2016-10-31,1662620
91436,2016,30,11,2016-11-30,1674306
91436,2016,31,12,2016-12-31,1679678
91436,2017,31,1,2017-01-31,1689638
91436,2017,28,2,2017-02-28,1700086
91436,2017,31,3,2017-03-31,1702372
91436,2017,30,4,2017-04-30,1700013
91436,2017,31,5,2017-05-31,1697467
91436,2017,30,6,2017-06-30,1702284
91436,2017,31,7,2017-07-31,1685915
91436,2017,31,8,2017-08-31,1679840
91436,2017,30,9,2017-09-30,1675662
91436,2017,31,10,2017-10-31,1698540
91436,2017,30,11,2017-11-30,1721586
91436,2017,31,12,2017-12-31,1741023
91436,2018,31,1,2018-01-31,1757706
91436,2018,28,2,2018-02-28,1776412
91436,2018,31,3,2018-03-31,1793281
91436,2018,30,4,2018-04-30,1813151
91436,2018,31,5,2018-05-31,1825285
91436,2018,30,6,2018-06-30,1839690
91436,2018,31,7,2018-07-31,1832267
91436,2018,31,8,2018-08-31,1831182
91436,2018,30,9,2018-09-30,1828483
91436,2018,31,10,2018-10-31,1841042
91436,2018,30,11,2018-11-30,1845275
91436,2018,31,12,2018-12-31,1840839
91436,2019,31,1,2019-01-31,1836276
91436,2019,28,2,2019-02-28,1828036
91436,2019,31,3,2019-03-31,1825493
91436,2019,30,4,2019-04-30,1827834
91436,2019,31,5,2019-05-31,1832222
91436,2019,30,6,2019-06-30,1834739
91436,2019,31,7,2019-07-31,1816887
91436,2019,31,8,2019-08-31,1804532
91436,2019,30,9,2019-09-30,1797536
91436,2019,31,10,2019-10-31,1809481
91436,2019,30,11,2019-11-30,1817350
91436,2019,31,12,2019-12-31,1820314
91436,2020,31,1,2020-01-31,1830852
91436,2020,29,2,2020-02-29,1849656
91436,2020,31,3,2020-03-31,1873632
91436,2020,30,4,2020-04-30,1891121
91436,2020,31,5,2020-05-31,1880482
91436,2020,30,6,2020-06-30,1870582
91436,2020,31,7,2020-07-31,1879465
91436,2020,31,8,2020-08-31,1920427
91436,2020,30,9,2020-09-30,1962424
91436,2020,31,10,2020-10-31,1976539
91436,2020,30,11,2020-11-30,1978134
91436,2020,31,12,2020-12-31,1981224
91436,2021,31,1,2021-01-31,1997744
91436,2021,28,2,2021-02-28,2018681
91436,2021,31,3,2021-03-31,2036657
91436,2021,30,4,2021-04-30,2062687
91436,2021,31,5,2021-05-31,2107489
91436,2021,30,6,2021-06-30,2155334
91436,2021,31,7,2021-07-31,2219528
91436,2021,31,8,2021-08-31,2259267
91436,2021,30,9,2021-09-30,2303430
91436,2021,31,10,2021-10-31,2324534
91436,2021,30,11,2021-11-30,2341789
91436,2021,31,12,2021-12-31,2357469
91436,2022,31,1,2022-01-31,2369574
91436,2022,28,2,2022-02-28,2401034
91436,2022,31,3,2022-03-31,2453374
91436,2022,30,4,2022-04-30,2510619
91436,2022,31,5,2022-05-31,2566171
91436,2022,30,6,2022-06-30,2593104
91436,2022,31,7,2022-07-31,2626173
91436,2022,31,8,2022-08-31,2617231
91436,2022,30,9,2022-09-30,2604829
90293,2000,31,1,2000-01-31,543933
90293,2000,29,2,2000-02-29,543273
90293,2000,31,3,2000-03-31,546306
90293,2000,30,4,2000-04-30,549279
90293,2000,31,5,2000-05-31,551910
90293,2000,30,6,2000-06-30,551071
90293,2000,31,7,2000-07-31,554755
90293,2000,31,8,2000-08-31,557990
90293,2000,30,9,2000-09-30,562048
90293,2000,31,10,2000-10-31,564011
90293,2000,30,11,2000-11-30,569801
90293,2000,31,12,2000-12-31,577263
90293,2001,31,1,2001-01-31,585958
90293,2001,28,2,2001-02-28,595966
90293,2001,31,3,2001-03-31,605543
90293,2001,30,4,2001-04-30,614098
90293,2001,31,5,2001-05-31,620659
90293,2001,30,6,2001-06-30,628038
90293,2001,31,7,2001-07-31,633859
90293,2001,31,8,2001-08-31,638858
90293,2001,30,9,2001-09-30,642332
90293,2001,31,10,2001-10-31,646117
90293,2001,30,11,2001-11-30,650160
90293,2001,31,12,2001-12-31,655410
90293,2002,31,1,2002-01-31,657954
90293,2002,28,2,2002-02-28,660495
90293,2002,31,3,2002-03-31,664876
90293,2002,30,4,2002-04-30,672387
90293,2002,31,5,2002-05-31,680082
90293,2002,30,6,2002-06-30,686596
90293,2002,31,7,2002-07-31,694910
90293,2002,31,8,2002-08-31,705486
90293,2002,30,9,2002-09-30,717995
90293,2002,31,10,2002-10-31,731857
90293,2002,30,11,2002-11-30,745595
90293,2002,31,12,2002-12-31,755878
90293,2003,31,1,2003-01-31,763401
90293,2003,28,2,2003-02-28,769837
90293,2003,31,3,2003-03-31,775512
90293,2003,30,4,2003-04-30,781435
90293,2003,31,5,2003-05-31,790674
90293,2003,30,6,2003-06-30,803599
90293,2003,31,7,2003-07-31,818861
90293,2003,31,8,2003-08-31,833032
90293,2003,30,9,2003-09-30,844139
90293,2003,31,10,2003-10-31,850472
90293,2003,30,11,2003-11-30,857049
90293,2003,31,12,2003-12-31,864234
90293,2004,31,1,2004-01-31,874216
90293,2004,29,2,2004-02-29,883610
90293,2004,31,3,2004-03-31,893563
90293,2004,30,4,2004-04-30,908188
90293,2004,31,5,2004-05-31,928239
90293,2004,30,6,2004-06-30,946682
90293,2004,31,7,2004-07-31,960364
90293,2004,31,8,2004-08-31,966689
90293,2004,30,9,2004-09-30,978892
90293,2004,31,10,2004-10-31,993136
90293,2004,30,11,2004-11-30,1001966
90293,2004,31,12,2004-12-31,1008337
90293,2005,31,1,2005-01-31,1013357
90293,2005,28,2,2005-02-28,1029043
90293,2005,31,3,2005-03-31,1044915
90293,2005,30,4,2005-04-30,1060632
90293,2005,31,5,2005-05-31,1070690
90293,2005,30,6,2005-06-30,1083437
90293,2005,31,7,2005-07-31,1098675
90293,2005,31,8,2005-08-31,1119065
90293,2005,30,9,2005-09-30,1137789
90293,2005,31,10,2005-10-31,1158362
90293,2005,30,11,2005-11-30,1173108
90293,2005,31,12,2005-12-31,1186395
90293,2006,31,1,2006-01-31,1199300
90293,2006,28,2,2006-02-28,1207210
90293,2006,31,3,2006-03-31,1217025
90293,2006,30,4,2006-04-30,1222015
90293,2006,31,5,2006-05-31,1230203
90293,2006,30,6,2006-06-30,1237633
90293,2006,31,7,2006-07-31,1240472
90293,2006,31,8,2006-08-31,1244701
90293,2006,30,9,2006-09-30,1245139
90293,2006,31,10,2006-10-31,1253034
90293,2006,30,11,2006-11-30,1258671
90293,2006,31,12,2006-12-31,1263260
90293,2007,31,1,2007-01-31,1261185
90293,2007,28,2,2007-02-28,1261844
90293,2007,31,3,2007-03-31,1257968
90293,2007,30,4,2007-04-30,1258728
90293,2007,31,5,2007-05-31,1254500
90293,2007,30,6,2007-06-30,1253502
90293,2007,31,7,2007-07-31,1245760
90293,2007,31,8,2007-08-31,1236871
90293,2007,30,9,2007-09-30,1225702
90293,2007,31,10,2007-10-31,1213879
90293,2007,30,11,2007-11-30,1204424
90293,2007,31,12,2007-12-31,1195560
90293,2008,31,1,2008-01-31,1188621
90293,2008,29,2,2008-02-29,1180407
90293,2008,31,3,2008-03-31,1162625
90293,2008,30,4,2008-04-30,1142420
90293,2008,31,5,2008-05-31,1117054
90293,2008,30,6,2008-06-30,1102379
90293,2008,31,7,2008-07-31,1085777
90293,2008,31,8,2008-08-31,1077752
90293,2008,30,9,2008-09-30,1071508
90293,2008,31,10,2008-10-31,1071814
90293,2008,30,11,2008-11-30,1062617
90293,2008,31,12,2008-12-31,1047281
90293,2009,31,1,2009-01-31,1035381
90293,2009,28,2,2009-02-28,1035665
90293,2009,31,3,2009-03-31,1038517
90293,2009,30,4,2009-04-30,1036350
90293,2009,31,5,2009-05-31,1030906
90293,2009,30,6,2009-06-30,1010784
90293,2009,31,7,2009-07-31,995044
90293,2009,31,8,2009-08-31,978788
90293,2009,30,9,2009-09-30,976842
90293,2009,31,10,2009-10-31,972279
90293,2009,30,11,2009-11-30,975423
90293,2009,31,12,2009-12-31,984467
90293,2010,31,1,2010-01-31,991533
90293,2010,28,2,2010-02-28,990890
90293,2010,31,3,2010-03-31,994559
90293,2010,30,4,2010-04-30,997226
90293,2010,31,5,2010-05-31,1005324
90293,2010,30,6,2010-06-30,1002617
90293,2010,31,7,2010-07-31,1000799
90293,2010,31,8,2010-08-31,992062
90293,2010,30,9,2010-09-30,979171
90293,2010,31,10,2010-10-31,965523
90293,2010,30,11,2010-11-30,953837
90293,2010,31,12,2010-12-31,958743
90293,2011,31,1,2011-01-31,963754
90293,2011,28,2,2011-02-28,972038
90293,2011,31,3,2011-03-31,970241
90293,2011,30,4,2011-04-30,972738
90293,2011,31,5,2011-05-31,966191
90293,2011,30,6,2011-06-30,965383
90293,2011,31,7,2011-07-31,962692
90293,2011,31,8,2011-08-31,954468
90293,2011,30,9,2011-09-30,941193
90293,2011,31,10,2011-10-31,924877
90293,2011,30,11,2011-11-30,920777
90293,2011,31,12,2011-12-31,916669
90293,2012,31,1,2012-01-31,914447
90293,2012,29,2,2012-02-29,913755
90293,2012,31,3,2012-03-31,917653
90293,2012,30,4,2012-04-30,923865
90293,2012,31,5,2012-05-31,928033
90293,2012,30,6,2012-06-30,932510
90293,2012,31,7,2012-07-31,936384
90293,2012,31,8,2012-08-31,938403
90293,2012,30,9,2012-09-30,942771
90293,2012,31,10,2012-10-31,950317
90293,2012,30,11,2012-11-30,964296
90293,2012,31,12,2012-12-31,982711
90293,2013,31,1,2013-01-31,998064
90293,2013,28,2,2013-02-28,1023466
90293,2013,31,3,2013-03-31,1046214
90293,2013,30,4,2013-04-30,1074864
90293,2013,31,5,2013-05-31,1093785
90293,2013,30,6,2013-06-30,1112517
90293,2013,31,7,2013-07-31,1126828
90293,2013,31,8,2013-08-31,1142083
90293,2013,30,9,2013-09-30,1151877
90293,2013,31,10,2013-10-31,1159634
90293,2013,30,11,2013-11-30,1165979
90293,2013,31,12,2013-12-31,1169183
90293,2014,31,1,2014-01-31,1177427
90293,2014,28,2,2014-02-28,1176930
90293,2014,31,3,2014-03-31,1184245
90293,2014,30,4,2014-04-30,1184846
90293,2014,31,5,2014-05-31,1193611
90293,2014,30,6,2014-06-30,1197406
90293,2014,31,7,2014-07-31,1202727
90293,2014,31,8,2014-08-31,1196818
90293,2014,30,9,2014-09-30,1192614
90293,2014,31,10,2014-10-31,1193846
90293,2014,30,11,2014-11-30,1205703
90293,2014,31,12,2014-12-31,1218073
90293,2015,31,1,2015-01-31,1236450
90293,2015,28,2,2015-02-28,1253720
90293,2015,31,3,2015-03-31,1267634
90293,2015,30,4,2015-04-30,1269860
90293,2015,31,5,2015-05-31,1283031
90293,2015,30,6,2015-06-30,1299052
90293,2015,31,7,2015-07-31,1301144
90293,2015,31,8,2015-08-31,1305566
90293,2015,30,9,2015-09-30,1308781
90293,2015,31,10,2015-10-31,1333462
90293,2015,30,11,2015-11-30,1352406
90293,2015,31,12,2015-12-31,1374271
90293,2016,31,1,2016-01-31,1389336
90293,2016,29,2,2016-02-29,1400990
90293,2016,31,3,2016-03-31,1406969
90293,2016,30,4,2016-04-30,1419795
90293,2016,31,5,2016-05-31,1431749
90293,2016,30,6,2016-06-30,1445958
90293,2016,31,7,2016-07-31,1440572
90293,2016,31,8,2016-08-31,1443506
90293,2016,30,9,2016-09-30,1446318
90293,2016,31,10,2016-10-31,1462910
90293,2016,30,11,2016-11-30,1472506
90293,2016,31,12,2016-12-31,1485001
90293,2017,31,1,2017-01-31,1500202
90293,2017,28,2,2017-02-28,1509444
90293,2017,31,3,2017-03-31,1516002
90293,2017,30,4,2017-04-30,1516117
90293,2017,31,5,2017-05-31,1521212
90293,2017,30,6,2017-06-30,1530181
90293,2017,31,7,2017-07-31,1522483
90293,2017,31,8,2017-08-31,1511916
90293,2017,30,9,2017-09-30,1503758
90293,2017,31,10,2017-10-31,1519099
90293,2017,30,11,2017-11-30,1541964
90293,2017,31,12,2017-12-31,1559857
90293,2018,31,1,2018-01-31,1579079
90293,2018,28,2,2018-02-28,1597912
90293,2018,31,3,2018-03-31,1614140
90293,2018,30,4,2018-04-30,1623226
90293,2018,31,5,2018-05-31,1622629
90293,2018,30,6,2018-06-30,1623993
90293,2018,31,7,2018-07-31,1611782
90293,2018,31,8,2018-08-31,1604324
90293,2018,30,9,2018-09-30,1600634
90293,2018,31,10,2018-10-31,1615142
90293,2018,30,11,2018-11-30,1628278
90293,2018,31,12,2018-12-31,1631073
90293,2019,31,1,2019-01-31,1636721
90293,2019,28,2,2019-02-28,1632917
90293,2019,31,3,2019-03-31,1629747
90293,2019,30,4,2019-04-30,1623102
90293,2019,31,5,2019-05-31,1626699
90293,2019,30,6,2019-06-30,1634417
90293,2019,31,7,2019-07-31,1619737
90293,2019,31,8,2019-08-31,1612333
90293,2019,30,9,2019-09-30,1606656
90293,2019,31,10,2019-10-31,1619652
90293,2019,30,11,2019-11-30,1621803
90293,2019,31,12,2019-12-31,1625221
90293,2020,31,1,2020-01-31,1630918
90293,2020,29,2,2020-02-29,1645066
90293,2020,31,3,2020-03-31,1656399
90293,2020,30,4,2020-04-30,1663661
90293,2020,31,5,2020-05-31,1652815
90293,2020,30,6,2020-06-30,1640772
90293,2020,31,7,2020-07-31,1652296
90293,2020,31,8,2020-08-31,1684773
90293,2020,30,9,2020-09-30,1732468
90293,2020,31,10,2020-10-31,1774867
90293,2020,30,11,2020-11-30,1803043
90293,2020,31,12,2020-12-31,1814016
90293,2021,31,1,2021-01-31,1810580
90293,2021,28,2,2021-02-28,1811019
90293,2021,31,3,2021-03-31,1817420
90293,2021,30,4,2021-04-30,1836136
90293,2021,31,5,2021-05-31,1869335
90293,2021,30,6,2021-06-30,1905198
90293,2021,31,7,2021-07-31,1948394
90293,2021,31,8,2021-08-31,1972003
90293,2021,30,9,2021-09-30,1989744
90293,2021,31,10,2021-10-31,1993374
90293,2021,30,11,2021-11-30,1996326
90293,2021,31,12,2021-12-31,2005593
90293,2022,31,1,2022-01-31,2011867
90293,2022,28,2,2022-02-28,2034753
90293,2022,31,3,2022-03-31,2071780
90293,2022,30,4,2022-04-30,2116861
90293,2022,31,5,2022-05-31,2156689
90293,2022,30,6,2022-06-30,2160792
90293,2022,31,7,2022-07-31,2163570
90293,2022,31,8,2022-08-31,2134716
90293,2022,30,9,2022-09-30,2113383
90077,2000,31,1,2000-01-31,1086113
90077,2000,29,2,2000-02-29,1085565
90077,2000,31,3,2000-03-31,1089799
90077,2000,30,4,2000-04-30,1100649
90077,2000,31,5,2000-05-31,1115060
90077,2000,30,6,2000-06-30,1126659
90077,2000,31,7,2000-07-31,1138415
90077,2000,31,8,2000-08-31,1150603
90077,2000,30,9,2000-09-30,1165776
90077,2000,31,10,2000-10-31,1175458
90077,2000,30,11,2000-11-30,1187348
90077,2000,31,12,2000-12-31,1198009
90077,2001,31,1,2001-01-31,1208781
90077,2001,28,2,2001-02-28,1216338
90077,2001,31,3,2001-03-31,1224972
90077,2001,30,4,2001-04-30,1234728
90077,2001,31,5,2001-05-31,1244620
90077,2001,30,6,2001-06-30,1254420
90077,2001,31,7,2001-07-31,1263274
90077,2001,31,8,2001-08-31,1270761
90077,2001,30,9,2001-09-30,1275980
90077,2001,31,10,2001-10-31,1284038
90077,2001,30,11,2001-11-30,1294191
90077,2001,31,12,2001-12-31,1304607
90077,2002,31,1,2002-01-31,1313747
90077,2002,28,2,2002-02-28,1323078
90077,2002,31,3,2002-03-31,1336306
90077,2002,30,4,2002-04-30,1347777
90077,2002,31,5,2002-05-31,1362547
90077,2002,30,6,2002-06-30,1372639
90077,2002,31,7,2002-07-31,1390186
90077,2002,31,8,2002-08-31,1404113
90077,2002,30,9,2002-09-30,1424555
90077,2002,31,10,2002-10-31,1444137
90077,2002,30,11,2002-11-30,1465022
90077,2002,31,12,2002-12-31,1482869
90077,2003,31,1,2003-01-31,1498220
90077,2003,28,2,2003-02-28,1511190
90077,2003,31,3,2003-03-31,1528114
90077,2003,30,4,2003-04-30,1540455
90077,2003,31,5,2003-05-31,1559411
90077,2003,30,6,2003-06-30,1574559
90077,2003,31,7,2003-07-31,1595624
90077,2003,31,8,2003-08-31,1619171
90077,2003,30,9,2003-09-30,1642497
90077,2003,31,10,2003-10-31,1659006
90077,2003,30,11,2003-11-30,1670346
90077,2003,31,12,2003-12-31,1684358
90077,2004,31,1,2004-01-31,1706960
90077,2004,29,2,2004-02-29,1730425
90077,2004,31,3,2004-03-31,1754173
90077,2004,30,4,2004-04-30,1790166
