zipcode,year,day,month,date,medianprice
90077,2004,31,5,2004-05-31,1838139
90077,2004,30,6,2004-06-30,1881480
90077,2004,31,7,2004-07-31,1910650
90077,2004,31,8,2004-08-31,1936220
90077,2004,30,9,2004-09-30,1968748
90077,2004,31,10,2004-10-31,2001959
90077,2004,30,11,2004-11-30,2017951
90077,2004,31,12,2004-12-31,2033132
90077,2005,31,1,2005-01-31,2049178
90077,2005,28,2,2005-02-28,2085774
90077,2005,31,3,2005-03-31,2119254
90077,2005,30,4,2005-04-30,2146477
90077,2005,31,5,2005-05-31,2163853
90077,2005,30,6,2005-06-30,2183672
90077,2005,31,7,2005-07-31,2212426
90077,2005,31,8,2005-08-31,2245045
90077,2005,30,9,2005-09-30,2276908
90077,2005,31,10,2005-10-31,2312610
90077,2005,30,11,2005-11-30,2328275
90077,2005,31,12,2005-12-31,2346761
90077,2006,31,1,2006-01-31,2363098
90077,2006,28,2,2006-02-28,2383761
90077,2006,31,3,2006-03-31,2403090
90077,2006,30,4,2006-04-30,2413095
90077,2006,31,5,2006-05-31,2426719
90077,2006,30,6,2006-06-30,2437590
90077,2006,31,7,2006-07-31,2440683
90077,2006,31,8,2006-08-31,2446946
90077,2006,30,9,2006-09-30,2437437
90077,2006,31,10,2006-10-31,2438072
90077,2006,30,11,2006-11-30,2436670
90077,2006,31,12,2006-12-31,2450849
90077,2007,31,1,2007-01-31,2457645
90077,2007,28,2,2007-02-28,2463918
90077,2007,31,3,2007-03-31,2460371
90077,2007,30,4,2007-04-30,2460112
90077,2007,31,5,2007-05-31,2447057
90077,2007,30,6,2007-06-30,2435519
90077,2007,31,7,2007-07-31,2415081
90077,2007,31,8,2007-08-31,2395186
90077,2007,30,9,2007-09-30,2377508
90077,2007,31,10,2007-10-31,2354806
90077,2007,30,11,2007-11-30,2336797
90077,2007,31,12,2007-12-31,2315282
90077,2008,31,1,2008-01-31,2309483
90077,2008,29,2,2008-02-29,2301194
90077,2008,31,3,2008-03-31,2274064
90077,2008,30,4,2008-04-30,2229879
90077,2008,31,5,2008-05-31,2180359
90077,2008,30,6,2008-06-30,2154443
90077,2008,31,7,2008-07-31,2130958
90077,2008,31,8,2008-08-31,2110558
90077,2008,30,9,2008-09-30,2086494
90077,2008,31,10,2008-10-31,2061786
90077,2008,30,11,2008-11-30,2034099
90077,2008,31,12,2008-12-31,1992364
90077,2009,31,1,2009-01-31,1969903
90077,2009,28,2,2009-02-28,1960683
90077,2009,31,3,2009-03-31,1963978
90077,2009,30,4,2009-04-30,1961840
90077,2009,31,5,2009-05-31,1961362
90077,2009,30,6,2009-06-30,1933908
90077,2009,31,7,2009-07-31,1912226
90077,2009,31,8,2009-08-31,1895487
90077,2009,30,9,2009-09-30,1897406
90077,2009,31,10,2009-10-31,1893576
90077,2009,30,11,2009-11-30,1893200
90077,2009,31,12,2009-12-31,1909984
90077,2010,31,1,2010-01-31,1921938
90077,2010,28,2,2010-02-28,1922249
90077,2010,31,3,2010-03-31,1929693
90077,2010,30,4,2010-04-30,1943230
90077,2010,31,5,2010-05-31,1972766
90077,2010,30,6,2010-06-30,1977734
90077,2010,31,7,2010-07-31,1979313
90077,2010,31,8,2010-08-31,1962434
90077,2010,30,9,2010-09-30,1938064
90077,2010,31,10,2010-10-31,1917195
90077,2010,30,11,2010-11-30,1899289
90077,2010,31,12,2010-12-31,1904115
90077,2011,31,1,2011-01-31,1904372
90077,2011,28,2,2011-02-28,1913358
90077,2011,31,3,2011-03-31,1913490
90077,2011,30,4,2011-04-30,1923561
90077,2011,31,5,2011-05-31,1912919
90077,2011,30,6,2011-06-30,1921428
90077,2011,31,7,2011-07-31,1918257
90077,2011,31,8,2011-08-31,1903706
90077,2011,30,9,2011-09-30,1874932
90077,2011,31,10,2011-10-31,1849543
90077,2011,30,11,2011-11-30,1856154
90077,2011,31,12,2011-12-31,1863938
90077,2012,31,1,2012-01-31,1865782
90077,2012,29,2,2012-02-29,1865229
90077,2012,31,3,2012-03-31,1871355
90077,2012,30,4,2012-04-30,1890351
90077,2012,31,5,2012-05-31,1909367
90077,2012,30,6,2012-06-30,1934473
90077,2012,31,7,2012-07-31,1953148
90077,2012,31,8,2012-08-31,1958440
90077,2012,30,9,2012-09-30,1961584
90077,2012,31,10,2012-10-31,1981835
90077,2012,30,11,2012-11-30,2014474
90077,2012,31,12,2012-12-31,2053358
90077,2013,31,1,2013-01-31,2078536
90077,2013,28,2,2013-02-28,2120845
90077,2013,31,3,2013-03-31,2161365
90077,2013,30,4,2013-04-30,2216109
90077,2013,31,5,2013-05-31,2259824
90077,2013,30,6,2013-06-30,2310350
90077,2013,31,7,2013-07-31,2358265
90077,2013,31,8,2013-08-31,2413151
90077,2013,30,9,2013-09-30,2458504
90077,2013,31,10,2013-10-31,2496203
90077,2013,30,11,2013-11-30,2535525
90077,2013,31,12,2013-12-31,2570471
90077,2014,31,1,2014-01-31,2602142
90077,2014,28,2,2014-02-28,2613237
90077,2014,31,3,2014-03-31,2621357
90077,2014,30,4,2014-04-30,2630267
90077,2014,31,5,2014-05-31,2642886
90077,2014,30,6,2014-06-30,2651283
90077,2014,31,7,2014-07-31,2653283
90077,2014,31,8,2014-08-31,2587991
90077,2014,30,9,2014-09-30,2526792
90077,2014,31,10,2014-10-31,2483199
90077,2014,30,11,2014-11-30,2504066
90077,2014,31,12,2014-12-31,2530666
90077,2015,31,1,2015-01-31,2560093
90077,2015,28,2,2015-02-28,2593745
90077,2015,31,3,2015-03-31,2623927
90077,2015,30,4,2015-04-30,2627299
90077,2015,31,5,2015-05-31,2650041
90077,2015,30,6,2015-06-30,2662997
90077,2015,31,7,2015-07-31,2626555
90077,2015,31,8,2015-08-31,2591620
90077,2015,30,9,2015-09-30,2574833
90077,2015,31,10,2015-10-31,2622683
90077,2015,30,11,2015-11-30,2659173
90077,2015,31,12,2015-12-31,2688406
90077,2016,31,1,2016-01-31,2707715
90077,2016,29,2,2016-02-29,2719288
90077,2016,31,3,2016-03-31,2730006
90077,2016,30,4,2016-04-30,2754165
90077,2016,31,5,2016-05-31,2779941
90077,2016,30,6,2016-06-30,2801464
90077,2016,31,7,2016-07-31,2753580
90077,2016,31,8,2016-08-31,2721373
90077,2016,30,9,2016-09-30,2696172
90077,2016,31,10,2016-10-31,2729134
90077,2016,30,11,2016-11-30,2743616
90077,2016,31,12,2016-12-31,2753197
90077,2017,31,1,2017-01-31,2781573
90077,2017,28,2,2017-02-28,2806842
90077,2017,31,3,2017-03-31,2826068
90077,2017,30,4,2017-04-30,2825044
90077,2017,31,5,2017-05-31,2831226
90077,2017,30,6,2017-06-30,2845888
90077,2017,31,7,2017-07-31,2808325
90077,2017,31,8,2017-08-31,2785014
90077,2017,30,9,2017-09-30,2766284
90077,2017,31,10,2017-10-31,2807869
90077,2017,30,11,2017-11-30,2843582
90077,2017,31,12,2017-12-31,2870803
90077,2018,31,1,2018-01-31,2896287
90077,2018,28,2,2018-02-28,2924224
90077,2018,31,3,2018-03-31,2951319
90077,2018,30,4,2018-04-30,2968853
90077,2018,31,5,2018-05-31,2970750
90077,2018,30,6,2018-06-30,2971892
90077,2018,31,7,2018-07-31,2931725
90077,2018,31,8,2018-08-31,2906565
90077,2018,30,9,2018-09-30,2880967
90077,2018,31,10,2018-10-31,2906725
90077,2018,30,11,2018-11-30,2916544
90077,2018,31,12,2018-12-31,2914687
90077,2019,31,1,2019-01-31,2910775
90077,2019,28,2,2019-02-28,2904960
90077,2019,31,3,2019-03-31,2898647
90077,2019,30,4,2019-04-30,2893122
90077,2019,31,5,2019-05-31,2893195
90077,2019,30,6,2019-06-30,2903585
90077,2019,31,7,2019-07-31,2871446
90077,2019,31,8,2019-08-31,2849764
90077,2019,30,9,2019-09-30,2830268
90077,2019,31,10,2019-10-31,2851830
90077,2019,30,11,2019-11-30,2858593
90077,2019,31,12,2019-12-31,2865887
90077,2020,31,1,2020-01-31,2885123
90077,2020,29,2,2020-02-29,2921211
90077,2020,31,3,2020-03-31,2955067
90077,2020,30,4,2020-04-30,2953533
90077,2020,31,5,2020-05-31,2918930
90077,2020,30,6,2020-06-30,2886434
90077,2020,31,7,2020-07-31,2903527
90077,2020,31,8,2020-08-31,2947033
90077,2020,30,9,2020-09-30,2997900
90077,2020,31,10,2020-10-31,3032273
90077,2020,30,11,2020-11-30,3053116
90077,2020,31,12,2020-12-31,3067350
90077,2021,31,1,2021-01-31,3075210
90077,2021,28,2,2021-02-28,3095601
90077,2021,31,3,2021-03-31,3094591
90077,2021,30,4,2021-04-30,3101848
90077,2021,31,5,2021-05-31,3118963
90077,2021,30,6,2021-06-30,3168196
90077,2021,31,7,2021-07-31,3246848
90077,2021,31,8,2021-08-31,3311799
90077,2021,30,9,2021-09-30,3361147
90077,2021,31,10,2021-10-31,3369584
90077,2021,30,11,2021-11-30,3371287
90077,2021,31,12,2021-12-31,3384678
90077,2022,31,1,2022-01-31,3394831
90077,2022,28,2,2022-02-28,3417061
90077,2022,31,3,2022-03-31,3464608
90077,2022,30,4,2022-04-30,3535163
90077,2022,31,5,2022-05-31,3597145
90077,2022,30,6,2022-06-30,3596094
90077,2022,31,7,2022-07-31,3598464
90077,2022,31,8,2022-08-31,3566120
90077,2022,30,9,2022-09-30,3544685
90058,2000,31,1,2000-01-31,133606
90058,2000,29,2,2000-02-29,132171
90058,2000,31,3,2000-03-31,132681
90058,2000,30,4,2000-04-30,133604
90058,2000,31,5,2000-05-31,135771
90058,2000,30,6,2000-06-30,137695
90058,2000,31,7,2000-07-31,140052
90058,2000,31,8,2000-08-31,143048
90058,2000,30,9,2000-09-30,145663
90058,2000,31,10,2000-10-31,147221
90058,2000,30,11,2000-11-30,148184
90058,2000,31,12,2000-12-31,148538
90058,2001,31,1,2001-01-31,148654
90058,2001,28,2,2001-02-28,147792
90058,2001,31,3,2001-03-31,147795
90058,2001,30,4,2001-04-30,148588
90058,2001,31,5,2001-05-31,149226
90058,2001,30,6,2001-06-30,149412
90058,2001,31,7,2001-07-31,148512
90058,2001,31,8,2001-08-31,148090
90058,2001,30,9,2001-09-30,147779
90058,2001,31,10,2001-10-31,148488
90058,2001,30,11,2001-11-30,148580
90058,2001,31,12,2001-12-31,148323
90058,2002,31,1,2002-01-31,148723
90058,2002,28,2,2002-02-28,151649
90058,2002,31,3,2002-03-31,154532
90058,2002,30,4,2002-04-30,156242
90058,2002,31,5,2002-05-31,157593
90058,2002,30,6,2002-06-30,159460
90058,2002,31,7,2002-07-31,162361
90058,2002,31,8,2002-08-31,165268
90058,2002,30,9,2002-09-30,169756
90058,2002,31,10,2002-10-31,172674
90058,2002,30,11,2002-11-30,174674
90058,2002,31,12,2002-12-31,174246
90058,2003,31,1,2003-01-31,174842
90058,2003,28,2,2003-02-28,175268
90058,2003,31,3,2003-03-31,177522
90058,2003,30,4,2003-04-30,179910
90058,2003,31,5,2003-05-31,182983
90058,2003,30,6,2003-06-30,184937
90058,2003,31,7,2003-07-31,187198
90058,2003,31,8,2003-08-31,189580
90058,2003,30,9,2003-09-30,192506
90058,2003,31,10,2003-10-31,195735
90058,2003,30,11,2003-11-30,198735
90058,2003,31,12,2003-12-31,202919
90058,2004,31,1,2004-01-31,206777
90058,2004,29,2,2004-02-29,211050
90058,2004,31,3,2004-03-31,213924
90058,2004,30,4,2004-04-30,218512
90058,2004,31,5,2004-05-31,223616
90058,2004,30,6,2004-06-30,229658
90058,2004,31,7,2004-07-31,235094
90058,2004,31,8,2004-08-31,240087
90058,2004,30,9,2004-09-30,246548
90058,2004,31,10,2004-10-31,254480
90058,2004,30,11,2004-11-30,262548
90058,2004,31,12,2004-12-31,269539
90058,2005,31,1,2005-01-31,276551
90058,2005,28,2,2005-02-28,284674
90058,2005,31,3,2005-03-31,292290
90058,2005,30,4,2005-04-30,296923
90058,2005,31,5,2005-05-31,300656
90058,2005,30,6,2005-06-30,305441
90058,2005,31,7,2005-07-31,311703
90058,2005,31,8,2005-08-31,317474
90058,2005,30,9,2005-09-30,324386
90058,2005,31,10,2005-10-31,334574
90058,2005,30,11,2005-11-30,343303
90058,2005,31,12,2005-12-31,349457
90058,2006,31,1,2006-01-31,357578
90058,2006,28,2,2006-02-28,365638
90058,2006,31,3,2006-03-31,376551
90058,2006,30,4,2006-04-30,382600
90058,2006,31,5,2006-05-31,392726
90058,2006,30,6,2006-06-30,400682
90058,2006,31,7,2006-07-31,408154
90058,2006,31,8,2006-08-31,415822
90058,2006,30,9,2006-09-30,422066
90058,2006,31,10,2006-10-31,428794
90058,2006,30,11,2006-11-30,431038
90058,2006,31,12,2006-12-31,433801
90058,2007,31,1,2007-01-31,433425
90058,2007,28,2,2007-02-28,432543
90058,2007,31,3,2007-03-31,430635
90058,2007,30,4,2007-04-30,432375
90058,2007,31,5,2007-05-31,436344
90058,2007,30,6,2007-06-30,439183
90058,2007,31,7,2007-07-31,439658
90058,2007,31,8,2007-08-31,437035
90058,2007,30,9,2007-09-30,435960
90058,2007,31,10,2007-10-31,431611
90058,2007,30,11,2007-11-30,428279
90058,2007,31,12,2007-12-31,423438
90058,2008,31,1,2008-01-31,419049
90058,2008,29,2,2008-02-29,413249
90058,2008,31,3,2008-03-31,404183
90058,2008,30,4,2008-04-30,394490
90058,2008,31,5,2008-05-31,382019
90058,2008,30,6,2008-06-30,371704
90058,2008,31,7,2008-07-31,360865
90058,2008,31,8,2008-08-31,349197
90058,2008,30,9,2008-09-30,334793
90058,2008,31,10,2008-10-31,318959
90058,2008,30,11,2008-11-30,303061
90058,2008,31,12,2008-12-31,289472
90058,2009,31,1,2009-01-31,276281
90058,2009,28,2,2009-02-28,266437
90058,2009,31,3,2009-03-31,258286
90058,2009,30,4,2009-04-30,248903
90058,2009,31,5,2009-05-31,241801
90058,2009,30,6,2009-06-30,233039
90058,2009,31,7,2009-07-31,227611
90058,2009,31,8,2009-08-31,218668
90058,2009,30,9,2009-09-30,211116
90058,2009,31,10,2009-10-31,206284
90058,2009,30,11,2009-11-30,207143
90058,2009,31,12,2009-12-31,209825
90058,2010,31,1,2010-01-31,208170
90058,2010,28,2,2010-02-28,203887
90058,2010,31,3,2010-03-31,202341
90058,2010,30,4,2010-04-30,203804
90058,2010,31,5,2010-05-31,208342
90058,2010,30,6,2010-06-30,208123
90058,2010,31,7,2010-07-31,209226
90058,2010,31,8,2010-08-31,207815
90058,2010,30,9,2010-09-30,208102
90058,2010,31,10,2010-10-31,206353
90058,2010,30,11,2010-11-30,204673
90058,2010,31,12,2010-12-31,203567
90058,2011,31,1,2011-01-31,203836
90058,2011,28,2,2011-02-28,204921
90058,2011,31,3,2011-03-31,202605
90058,2011,30,4,2011-04-30,199831
90058,2011,31,5,2011-05-31,194118
90058,2011,30,6,2011-06-30,192766
90058,2011,31,7,2011-07-31,193508
90058,2011,31,8,2011-08-31,197195
90058,2011,30,9,2011-09-30,200515
90058,2011,31,10,2011-10-31,200905
90058,2011,30,11,2011-11-30,200219
90058,2011,31,12,2011-12-31,197259
90058,2012,31,1,2012-01-31,194852
90058,2012,29,2,2012-02-29,193137
90058,2012,31,3,2012-03-31,191723
90058,2012,30,4,2012-04-30,190596
90058,2012,31,5,2012-05-31,190288
90058,2012,30,6,2012-06-30,190727
90058,2012,31,7,2012-07-31,191954
90058,2012,31,8,2012-08-31,194265
90058,2012,30,9,2012-09-30,196678
90058,2012,31,10,2012-10-31,201585
90058,2012,30,11,2012-11-30,206822
90058,2012,31,12,2012-12-31,212909
90058,2013,31,1,2013-01-31,215388
90058,2013,28,2,2013-02-28,215836
90058,2013,31,3,2013-03-31,216161
90058,2013,30,4,2013-04-30,219631
90058,2013,31,5,2013-05-31,223186
90058,2013,30,6,2013-06-30,227862
90058,2013,31,7,2013-07-31,232331
90058,2013,31,8,2013-08-31,238970
90058,2013,30,9,2013-09-30,245741
90058,2013,31,10,2013-10-31,248855
90058,2013,30,11,2013-11-30,251490
90058,2013,31,12,2013-12-31,252476
90058,2014,31,1,2014-01-31,255455
90058,2014,28,2,2014-02-28,257221
90058,2014,31,3,2014-03-31,257305
90058,2014,30,4,2014-04-30,257674
90058,2014,31,5,2014-05-31,258429
90058,2014,30,6,2014-06-30,259524
90058,2014,31,7,2014-07-31,260795
90058,2014,31,8,2014-08-31,260361
90058,2014,30,9,2014-09-30,260505
90058,2014,31,10,2014-10-31,261730
90058,2014,30,11,2014-11-30,263835
90058,2014,31,12,2014-12-31,267481
90058,2015,31,1,2015-01-31,270172
90058,2015,28,2,2015-02-28,273025
90058,2015,31,3,2015-03-31,274844
90058,2015,30,4,2015-04-30,276735
90058,2015,31,5,2015-05-31,276117
90058,2015,30,6,2015-06-30,276920
90058,2015,31,7,2015-07-31,274617
90058,2015,31,8,2015-08-31,278121
90058,2015,30,9,2015-09-30,280596
90058,2015,31,10,2015-10-31,285760
90058,2015,30,11,2015-11-30,288254
90058,2015,31,12,2015-12-31,293203
90058,2016,31,1,2016-01-31,298486
90058,2016,29,2,2016-02-29,303719
90058,2016,31,3,2016-03-31,305505
90058,2016,30,4,2016-04-30,308890
90058,2016,31,5,2016-05-31,310790
90058,2016,30,6,2016-06-30,313301
90058,2016,31,7,2016-07-31,309298
90058,2016,31,8,2016-08-31,307361
90058,2016,30,9,2016-09-30,308034
90058,2016,31,10,2016-10-31,313949
90058,2016,30,11,2016-11-30,318220
90058,2016,31,12,2016-12-31,320050
90058,2017,31,1,2017-01-31,322932
90058,2017,28,2,2017-02-28,325053
90058,2017,31,3,2017-03-31,329434
90058,2017,30,4,2017-04-30,330482
90058,2017,31,5,2017-05-31,333543
90058,2017,30,6,2017-06-30,334285
90058,2017,31,7,2017-07-31,336462
90058,2017,31,8,2017-08-31,338479
90058,2017,30,9,2017-09-30,340886
90058,2017,31,10,2017-10-31,344081
90058,2017,30,11,2017-11-30,346312
90058,2017,31,12,2017-12-31,349429
90058,2018,31,1,2018-01-31,353329
90058,2018,28,2,2018-02-28,359763
90058,2018,31,3,2018-03-31,365413
90058,2018,30,4,2018-04-30,372378
90058,2018,31,5,2018-05-31,376243
90058,2018,30,6,2018-06-30,381165
90058,2018,31,7,2018-07-31,383064
90058,2018,31,8,2018-08-31,385272
90058,2018,30,9,2018-09-30,383954
90058,2018,31,10,2018-10-31,382838
90058,2018,30,11,2018-11-30,381978
90058,2018,31,12,2018-12-31,383050
90058,2019,31,1,2019-01-31,384455
90058,2019,28,2,2019-02-28,385710
90058,2019,31,3,2019-03-31,386558
90058,2019,30,4,2019-04-30,388054
90058,2019,31,5,2019-05-31,390039
90058,2019,30,6,2019-06-30,393150
90058,2019,31,7,2019-07-31,394023
90058,2019,31,8,2019-08-31,394192
90058,2019,30,9,2019-09-30,393499
90058,2019,31,10,2019-10-31,394486
90058,2019,30,11,2019-11-30,395598
90058,2019,31,12,2019-12-31,399141
90058,2020,31,1,2020-01-31,403959
90058,2020,29,2,2020-02-29,413295
90058,2020,31,3,2020-03-31,422331
90058,2020,30,4,2020-04-30,428355
90058,2020,31,5,2020-05-31,428705
90058,2020,30,6,2020-06-30,427082
90058,2020,31,7,2020-07-31,429898
90058,2020,31,8,2020-08-31,434391
90058,2020,30,9,2020-09-30,439513
90058,2020,31,10,2020-10-31,443817
90058,2020,30,11,2020-11-30,451192
90058,2020,31,12,2020-12-31,458359
90058,2021,31,1,2021-01-31,461570
90058,2021,28,2,2021-02-28,462238
90058,2021,31,3,2021-03-31,463337
90058,2021,30,4,2021-04-30,468476
90058,2021,31,5,2021-05-31,473608
90058,2021,30,6,2021-06-30,478470
90058,2021,31,7,2021-07-31,482801
90058,2021,31,8,2021-08-31,483780
90058,2021,30,9,2021-09-30,483724
90058,2021,31,10,2021-10-31,484996
90058,2021,30,11,2021-11-30,488619
90058,2021,31,12,2021-12-31,491480
90058,2022,31,1,2022-01-31,493119
90058,2022,28,2,2022-02-28,498693
90058,2022,31,3,2022-03-31,508098
90058,2022,30,4,2022-04-30,515856
90058,2022,31,5,2022-05-31,522103
90058,2022,30,6,2022-06-30,524415
90058,2022,31,7,2022-07-31,527512
90058,2022,31,8,2022-08-31,522633
90058,2022,30,9,2022-09-30,518594
90011,2000,31,1,2000-01-31,143421
90011,2000,29,2,2000-02-29,144026
90011,2000,31,3,2000-03-31,144949
90011,2000,30,4,2000-04-30,146196
90011,2000,31,5,2000-05-31,147227
90011,2000,30,6,2000-06-30,148309
90011,2000,31,7,2000-07-31,149528
90011,2000,31,8,2000-08-31,150846
90011,2000,30,9,2000-09-30,151974
90011,2000,31,10,2000-10-31,152791
90011,2000,30,11,2000-11-30,153839
90011,2000,31,12,2000-12-31,154034
90011,2001,31,1,2001-01-31,153999
90011,2001,28,2,2001-02-28,153558
90011,2001,31,3,2001-03-31,153902
90011,2001,30,4,2001-04-30,154899
90011,2001,31,5,2001-05-31,155910
90011,2001,30,6,2001-06-30,156511
90011,2001,31,7,2001-07-31,157059
90011,2001,31,8,2001-08-31,157415
90011,2001,30,9,2001-09-30,157948
90011,2001,31,10,2001-10-31,158641
90011,2001,30,11,2001-11-30,159626
90011,2001,31,12,2001-12-31,160863
90011,2002,31,1,2002-01-31,161481
90011,2002,28,2,2002-02-28,162355
90011,2002,31,3,2002-03-31,163202
90011,2002,30,4,2002-04-30,164716
90011,2002,31,5,2002-05-31,165858
90011,2002,30,6,2002-06-30,166900
90011,2002,31,7,2002-07-31,168232
90011,2002,31,8,2002-08-31,170191
90011,2002,30,9,2002-09-30,172632
90011,2002,31,10,2002-10-31,175111
90011,2002,30,11,2002-11-30,177225
90011,2002,31,12,2002-12-31,179144
90011,2003,31,1,2003-01-31,180069
90011,2003,28,2,2003-02-28,181295
90011,2003,31,3,2003-03-31,182889
90011,2003,30,4,2003-04-30,185141
90011,2003,31,5,2003-05-31,188121
90011,2003,30,6,2003-06-30,190813
90011,2003,31,7,2003-07-31,194516
90011,2003,31,8,2003-08-31,197820
90011,2003,30,9,2003-09-30,201201
90011,2003,31,10,2003-10-31,203802
90011,2003,30,11,2003-11-30,206678
90011,2003,31,12,2003-12-31,209253
90011,2004,31,1,2004-01-31,212398
90011,2004,29,2,2004-02-29,215421
90011,2004,31,3,2004-03-31,219139
90011,2004,30,4,2004-04-30,223455
90011,2004,31,5,2004-05-31,229464
90011,2004,30,6,2004-06-30,235670
90011,2004,31,7,2004-07-31,242424
90011,2004,31,8,2004-08-31,248934
90011,2004,30,9,2004-09-30,256273
90011,2004,31,10,2004-10-31,263420
90011,2004,30,11,2004-11-30,269050
90011,2004,31,12,2004-12-31,275194
90011,2005,31,1,2005-01-31,280807
90011,2005,28,2,2005-02-28,288398
90011,2005,31,3,2005-03-31,295348
90011,2005,30,4,2005-04-30,302497
90011,2005,31,5,2005-05-31,309303
90011,2005,30,6,2005-06-30,318336
90011,2005,31,7,2005-07-31,328618
90011,2005,31,8,2005-08-31,339233
90011,2005,30,9,2005-09-30,349581
90011,2005,31,10,2005-10-31,361227
90011,2005,30,11,2005-11-30,370247
90011,2005,31,12,2005-12-31,377639
90011,2006,31,1,2006-01-31,383569
90011,2006,28,2,2006-02-28,388810
90011,2006,31,3,2006-03-31,395776
90011,2006,30,4,2006-04-30,402038
90011,2006,31,5,2006-05-31,411611
90011,2006,30,6,2006-06-30,418875
90011,2006,31,7,2006-07-31,425067
90011,2006,31,8,2006-08-31,430065
90011,2006,30,9,2006-09-30,433480
90011,2006,31,10,2006-10-31,437521
90011,2006,30,11,2006-11-30,440058
90011,2006,31,12,2006-12-31,443680
90011,2007,31,1,2007-01-31,445485
90011,2007,28,2,2007-02-28,447280
90011,2007,31,3,2007-03-31,447758
90011,2007,30,4,2007-04-30,449871
90011,2007,31,5,2007-05-31,451400
90011,2007,30,6,2007-06-30,452647
90011,2007,31,7,2007-07-31,451480
90011,2007,31,8,2007-08-31,449167
90011,2007,30,9,2007-09-30,446142
90011,2007,31,10,2007-10-31,441738
90011,2007,30,11,2007-11-30,437838
90011,2007,31,12,2007-12-31,433238
90011,2008,31,1,2008-01-31,430951
90011,2008,29,2,2008-02-29,426230
90011,2008,31,3,2008-03-31,418947
90011,2008,30,4,2008-04-30,408110
90011,2008,31,5,2008-05-31,395560
90011,2008,30,6,2008-06-30,384296
90011,2008,31,7,2008-07-31,372403
90011,2008,31,8,2008-08-31,360461
90011,2008,30,9,2008-09-30,348962
90011,2008,31,10,2008-10-31,
90011,2008,30,11,2008-11-30,313017
90011,2008,31,12,2008-12-31,291548
90011,2009,31,1,2009-01-31,281270
90011,2009,28,2,2009-02-28,272946
90011,2009,31,3,2009-03-31,268762
90011,2009,30,4,2009-04-30,258940
90011,2009,31,5,2009-05-31,250491
90011,2009,30,6,2009-06-30,238118
90011,2009,31,7,2009-07-31,227885
90011,2009,31,8,2009-08-31,219960
90011,2009,30,9,2009-09-30,216425
90011,2009,31,10,2009-10-31,213676
90011,2009,30,11,2009-11-30,212243
90011,2009,31,12,2009-12-31,209948
90011,2010,31,1,2010-01-31,209078
90011,2010,28,2,2010-02-28,207198
90011,2010,31,3,2010-03-31,207742
90011,2010,30,4,2010-04-30,208596
90011,2010,31,5,2010-05-31,211355
90011,2010,30,6,2010-06-30,212507
90011,2010,31,7,2010-07-31,213801
90011,2010,31,8,2010-08-31,213019
90011,2010,30,9,2010-09-30,213280
90011,2010,31,10,2010-10-31,213057
90011,2010,30,11,2010-11-30,214315
90011,2010,31,12,2010-12-31,215819
90011,2011,31,1,2011-01-31,215565
90011,2011,28,2,2011-02-28,215558
90011,2011,31,3,2011-03-31,211894
90011,2011,30,4,2011-04-30,210181
90011,2011,31,5,2011-05-31,206654
90011,2011,30,6,2011-06-30,207424
90011,2011,31,7,2011-07-31,207550
90011,2011,31,8,2011-08-31,207876
90011,2011,30,9,2011-09-30,206952
90011,2011,31,10,2011-10-31,206530
90011,2011,30,11,2011-11-30,206107
90011,2011,31,12,2011-12-31,206048
90011,2012,31,1,2012-01-31,204366
90011,2012,29,2,2012-02-29,204138
90011,2012,31,3,2012-03-31,204414
90011,2012,30,4,2012-04-30,206745
90011,2012,31,5,2012-05-31,210260
90011,2012,30,6,2012-06-30,213976
90011,2012,31,7,2012-07-31,217354
90011,2012,31,8,2012-08-31,218976
90011,2012,30,9,2012-09-30,220557
90011,2012,31,10,2012-10-31,224095
90011,2012,30,11,2012-11-30,228153
90011,2012,31,12,2012-12-31,233973
90011,2013,31,1,2013-01-31,237519
90011,2013,28,2,2013-02-28,243054
90011,2013,31,3,2013-03-31,246574
90011,2013,30,4,2013-04-30,251688
90011,2013,31,5,2013-05-31,255002
90011,2013,30,6,2013-06-30,259849
90011,2013,31,7,2013-07-31,265647
90011,2013,31,8,2013-08-31,272215
90011,2013,30,9,2013-09-30,276495
90011,2013,31,10,2013-10-31,277261
90011,2013,30,11,2013-11-30,277433
90011,2013,31,12,2013-12-31,278378
90011,2014,31,1,2014-01-31,279591
90011,2014,28,2,2014-02-28,278874
90011,2014,31,3,2014-03-31,277502
90011,2014,30,4,2014-04-30,277431
90011,2014,31,5,2014-05-31,279422
90011,2014,30,6,2014-06-30,280939
90011,2014,31,7,2014-07-31,282626
90011,2014,31,8,2014-08-31,283479
90011,2014,30,9,2014-09-30,285178
90011,2014,31,10,2014-10-31,287631
90011,2014,30,11,2014-11-30,290652
90011,2014,31,12,2014-12-31,293663
90011,2015,31,1,2015-01-31,296750
90011,2015,28,2,2015-02-28,300311
90011,2015,31,3,2015-03-31,303637
90011,2015,30,4,2015-04-30,305760
90011,2015,31,5,2015-05-31,307969
90011,2015,30,6,2015-06-30,310070
90011,2015,31,7,2015-07-31,309788
90011,2015,31,8,2015-08-31,309674
90011,2015,30,9,2015-09-30,310709
90011,2015,31,10,2015-10-31,314971
90011,2015,30,11,2015-11-30,318925
90011,2015,31,12,2015-12-31,324199
90011,2016,31,1,2016-01-31,328229
90011,2016,29,2,2016-02-29,332235
